진료년도,성별,입원외래구분,행위코드,환자수,명세서청구건수,의료행위총사용량,의료행위청구금액
2024,남,외래,10100,4125738,5891045,6479801,93909119400
2024,남,외래,10101,222748,246994,247069,4119402160
2024,남,외래,10102,26822,29467,29494,501684830
2024,남,외래,10103,10594,11497,11499,206170370
2024,남,외래,10140,1,1,3,80130
2024,남,외래,10180,5,5,7,3516660
2024,남,외래,10200,3202262,28374265,30731258,282331000000
2024,남,외래,10201,127614,755873,755979,8112800070
2024,남,외래,10202,19609,153653,153818,1744855890
2024,남,외래,10203,5518,38740,38776,475912360
2024,남,외래,11100,3,16,16,80000
2024,남,외래,11214,2143,12506,12506,6628180
2024,남,외래,11215,303,3158,3158,473700
2024,남,외래,11232,716,3626,3626,12364660
2024,남,외래,11233,1291,5782,5782,13761160
2024,남,외래,11274,145,1232,1232,184800
2024,남,외래,11311,112,403,403,270010
2024,남,외래,11312,1608,7889,7889,2445590
2024,남,외래,11313,2425,13986,13986,979020
2024,남,외래,11411,112,403,403,233740
2024,남,외래,11412,2015,9446,9446,3117180
2024,남,외래,11413,1707,11297,11297,903760
2024,남,외래,11600,11,42,42,629580
2024,남,외래,11700,849,2629,2629,43033840
2024,남,외래,11800,36,592,592,3220950
2024,남,외래,11900,202,279,279,1852560
2024,남,외래,12060,10,10,11,110000
2024,남,외래,12061,1,1,1,10000
2024,남,외래,12063,1,1,1,10000
2024,남,외래,12064,1,1,1,17000
2024,남,외래,13913,18,88,88,209440
2024,남,외래,13951,1070,6838,6838,12376780
2024,남,외래,13952,13840,88256,88259,141214400
2024,남,외래,13953,2229,14770,14770,20530300
2024,남,외래,20010,5465,6455,6455,32780346
2024,남,외래,20020,26557,32239,32239,186755141
2024,남,외래,20023,8503,10456,10456,116095114
2024,남,외래,20030,4462,4785,4785,31731728
2024,남,외래,20031,8226,9243,9243,50557445
2024,남,외래,20032,158131,182242,182267,939378238
2024,남,외래,20242,2,2,2,140000
2024,남,외래,20330,2,2,3,42000
2024,남,외래,28010,35,49,49,
2024,남,외래,29002,25,40,40,
2024,남,외래,29003,302,421,421,2335702
2024,남,외래,29004,3466,3649,3649,71010979
2024,남,외래,29005,44,46,46,1603320
2024,남,외래,29011,17,31,31,
2024,남,외래,29012,214,299,299,
2024,남,외래,29061,119,133,133,
2024,남,외래,29062,23,37,37,
2024,남,외래,29063,121,272,272,
2024,남,외래,29064,75,137,137,
2024,남,외래,29070,16,30,30,
2024,남,외래,30010,1076633,9285866,9286813,10773903332
2024,남,외래,30020,195356,473470,473678,632250842
2024,남,외래,30030,183497,350730,350985,530206868
2024,남,외래,30040,29194,52629,52695,89735605
2024,남,외래,30050,58668,107214,107344,199553026
2024,남,외래,30060,9849,18442,18452,38195805
2024,남,외래,30070,48121,106545,106738,235084527
2024,남,외래,30080,2314,3772,3773,9284562
2024,남,외래,30090,799,1196,1197,3088954
2024,남,외래,30100,16853,27919,27951,78693151
2024,남,외래,30110,230,300,300,858569
2024,남,외래,30120,1101,2010,2010,6192864
2024,남,외래,30130,297,447,447,1469141
2024,남,외래,30140,4944,9881,9895,34158724
2024,남,외래,30150,4180,7749,7790,27956894
2024,남,외래,30160,6040,11393,11401,49219277
2024,남,외래,30180,1051,1870,1875,9558978
2024,남,외래,30190,67,97,97,635865
2024,남,외래,40011,1511658,9051207,9051537,38232661470
2024,남,외래,40012,3908954,25002432,25004235,148860000000
2024,남,외래,40030,8511,59058,59059,273395425
2024,남,외래,40040,32565,144876,144880,608524756
2024,남,외래,40050,210433,998216,998222,4156760653
2024,남,외래,40060,1627675,8586503,8586617,38756510160
2024,남,외래,40070,1505183,7110444,7110731,32948943809
2024,남,외래,40080,2754733,17269791,17270667,80361366625
2024,남,외래,40091,2875909,16236888,16237548,64334471530
2024,남,외래,40092,6872,32944,32944,146521851
2024,남,외래,40100,8790,44202,44227,177295682
2024,남,외래,40120,1,2,2,5940
2024,남,외래,40121,8841,23485,23486,98509705
2024,남,외래,40122,282,2091,2091,8473190
2024,남,외래,40123,234,498,498,1987177
2024,남,외래,40124,2460,5669,5669,23339760
2024,남,외래,40125,1688,8929,8929,35804945
2024,남,외래,40126,207,337,337,1410204
2024,남,외래,40127,452,1599,1599,6679642
2024,남,외래,40128,83,115,115,469640
2024,남,외래,40129,1666,4396,4396,18035151
2024,남,외래,40131,17825,57825,57839,242666795
2024,남,외래,40132,13194,36622,36629,153933875
2024,남,외래,40133,19957,61136,61160,267817778
2024,남,외래,40134,2306,5585,5586,23174618
2024,남,외래,40304,261637,1316595,1316581,15340064365
2024,남,외래,40305,8001,42474,42474,495373441
2024,남,외래,40306,512106,2733925,2734120,13202893287
2024,남,외래,40307,1366931,6759049,6759322,28189072055
2024,남,외래,40311,1,4,4,2920
2024,남,외래,40312,1887977,6545720,6546083,61049392857
2024,남,외래,40313,1188028,5472372,5472609,76697800891
2024,남,외래,40321,1516949,8321931,8322261,44199121010
2024,남,외래,40322,129520,569610,569665,3650742495
2024,남,외래,40323,47136,206457,206750,1321356019
2024,남,외래,40400,2519813,4904099,4904550,21581915265
2024,남,외래,40700,1141070,5480049,5481339,13056756054
2024,남,외래,40701,2915515,15212373,15214379,27932840897
2024,남,외래,40702,43008,104031,104040,234216819
2024,남,외래,40710,412745,1507412,1507425,37714916613
2024,남,외래,40720,49392,243963,243970,10406790219
2024,남,외래,40721,172248,689145,689146,29082207486
2024,남,외래,40730,423,1274,1274,82236700
2024,남,외래,45501,30,61,61,442037
2024,남,외래,45502,3,3,3,49050
2024,남,외래,45550,1,3,3,30090
2024,남,외래,45560,3,31,31,457204
2024,남,외래,45571,2585,8743,8847,66515417
2024,남,외래,45572,63,317,317,4489228
2024,남,외래,45580,68,409,409,4288416
2024,남,외래,45590,2,2,2,42525
2024,남,외래,45600,11,13,13,174980
2024,남,외래,51010,3,118,118,5005560
2024,남,외래,51020,1,1,1,26780
2024,남,외래,51030,4,5,5,28750
2024,남,외래,51040,5,49,49,1905024
2024,남,외래,51050,1,1,1,42030
2024,남,외래,52010,1,2,2,80380
2024,남,외래,52021,1,1,1,56260
2024,남,외래,52040,7,7,7,232890
2024,남,외래,52050,2,2,2,19700
2024,남,외래,59001,2435,13842,13849,232733238
2024,남,외래,59002,705,4685,4685,80618818
2024,남,외래,59003,2318,9649,9650,382775156
2024,남,외래,59004,2410,10730,10730,427580143
2024,남,외래,59102,4326,4456,4456,49849099
2024,남,외래,59103,2531,11971,11971,265890084
2024,남,외래,60034,1,1,1,45860
2024,남,외래,60043,1,1,1,38560
2024,남,외래,60074,1,1,1,45860
2024,남,외래,70013,3,3,3,75000
2024,남,외래,70014,21,21,21,420000
2024,남,외래,70054,2,2,2,6000
2024,남,외래,70061,15,15,15,
2024,남,외래,70063,2,2,2,
2024,남,외래,70064,26,26,26,390000
2024,남,외래,70071,24,24,24,
2024,남,외래,70098,26,26,26,255000
2024,남,외래,70104,14,14,14,462400
2024,남,외래,70111,6,6,6,
2024,남,외래,70114,6,6,6,120000
2024,남,외래,70811,1,1,1,
2024,남,외래,70813,6,6,20,20000
2024,남,외래,70814,17,22,37,37000
2024,남,외래,70823,1,1,18,1800
2024,남,외래,70824,2,2,20,2000
2024,남,외래,71024,6,6,6,60000
2024,남,외래,71034,2,2,2,40000
2024,남,외래,71035,3,3,3,30000
2024,남,외래,71113,2,2,2,6000
2024,남,외래,85002,1,1,1,
2024,남,외래,85004,9,9,9,
2024,남,외래,85005,1,1,1,
2024,남,외래,85006,8,8,8,
2024,남,외래,90004,2,2,2,33160
2024,남,외래,90008,1,2,2,16580
2024,남,외래,90033,14392,15137,15139,311391610
2024,남,외래,90034,2952,6981,6981,104328960
2024,남,외래,90116,1,1,1,4350
2024,남,외래,90200,1,1,1,17780
2024,남,외래,90401,163847,333908,333963,15726624565
2024,남,외래,90411,133191,267072,267122,12546983520
2024,남,외래,90412,546,795,795,18649470
2024,남,외래,90421,30685,66055,66066,2270949845
2024,남,외래,90422,113,165,165,2836350
2024,남,외래,91000,1476,11683,11683,1158639210
2024,남,외래,91001,5899,11231,11231,31895590
2024,남,외래,91002,1219,1579,1579,4484360
2024,남,외래,91003,34,46,46,130640
2024,남,외래,91004,197,228,228,647520
2024,남,외래,92012,10,24,29,2734
2024,남,외래,94100,133822,154232,154401,463200000
2024,남,외래,A2550,10,10,10,452500
2024,남,외래,AA100,11058846,17653694,20021587,294117000000
2024,남,외래,AA103,1,1,1,15040
2024,남,외래,AA104,14,14,14,199680
2024,남,외래,AA106,32458,36589,36681,1065823750
2024,남,외래,AA107,66340,72060,72880,2333527860
2024,남,외래,AA109,631824,831847,833754,14455173970
2024,남,외래,AA144,4,4,4,46920
2024,남,외래,AA145,3,3,3,35400
2024,남,외래,AA154,20861078,83890326,93449663,1553300000000
2024,남,외래,AA155,4911993,7773463,7901007,138889000000
2024,남,외래,AA156,4575562,7531889,7558413,145123000000
2024,남,외래,AA157,1771796,2675770,2682728,56160358220
2024,남,외래,AA164,1,1,1,9590
2024,남,외래,AA200,5694929,19787494,22020373,219274000000
2024,남,외래,AA204,4,4,4,28500
2024,남,외래,AA206,36455,99618,99726,2182893810
2024,남,외래,AA207,94239,268594,272426,6757377670
2024,남,외래,AA209,307489,944915,946723,11431146760
2024,남,외래,AA220,1,1,1,4520
2024,남,외래,AA222,1183186,8814934,8817683,37621310450
2024,남,외래,AA224,4,4,4,10920
2024,남,외래,AA244,3,3,3,23010
2024,남,외래,AA245,10,10,10,78300
2024,남,외래,AA246,1,1,1,12000
2024,남,외래,AA250,879621,5455229,6072517,71209610500
2024,남,외래,AA254,16767061,159610961,177715941,2096750000000
2024,남,외래,AA255,3398361,17672237,17913107,223615000000
2024,남,외래,AA256,4203166,21567808,21603233,302750000000
2024,남,외래,AA257,2911157,12296031,12317116,197071000000
2024,남,외래,AA264,9,20,20,86900
2024,남,외래,AA265,7,7,7,45600
2024,남,외래,AB400,3,3,3,68040
2024,남,외래,AB440,3,6,6,224960
2024,남,외래,AB4A6,28,29,29,974110
2024,남,외래,AB4J6,3,3,3,161220
2024,남,외래,AC004,1,1,1,12670
2024,남,외래,AC007,2,2,2,22520
2024,남,외래,AC011,83723,202993,203132,4334411200
2024,남,외래,AC012,216985,857319,857552,15254273440
2024,남,외래,AC013,20132,52750,52761,753846860
2024,남,외래,AC014,39145,95991,96052,1336173570
2024,남,외래,AC015,90937,269313,269512,3326581600
2024,남,외래,AC031,6,6,6,1485360
2024,남,외래,AC032,8,9,9,1634040
2024,남,외래,AC033,1,1,1,109680
2024,남,외래,AC034,36,46,46,5035160
2024,남,외래,AC201,1,1,1,16780
2024,남,외래,AC301,13268,16067,16089,797551366
2024,남,외래,AC302,4187,4623,4651,223327900
2024,남,외래,AC303,206,232,233,9979340
2024,남,외래,AC304,227,238,239,8714290
2024,남,외래,AC310,1,1,1,2050
2024,남,외래,AC450,1649,1675,1675,60082250
2024,남,외래,AC460,384,427,427,12015780
2024,남,외래,AC470,165,180,180,3597170
2024,남,외래,AE012,8504,8628,8628,416818680
2024,남,외래,AE021,3,3,3,212370
2024,남,외래,AE022,30609,31214,31214,1715521440
2024,남,외래,AE100,28,28,28,
2024,남,외래,AF100,3,3,3,136770
2024,남,외래,AF300,1,1,1,34700
2024,남,외래,AF400,59,65,65,2185070
2024,남,외래,AG421,1,1,1,98980
2024,남,외래,AH001,207,207,207,10900620
2024,남,외래,AH002,33,33,33,5759490
2024,남,외래,AH011,2,2,2,6000
2024,남,외래,AH014,1,1,1,3460
2024,남,외래,AH024,53,54,54,221940
2024,남,외래,AH045,44,44,44,544720
2024,남,외래,AH056,1,1,1,322630
2024,남,외래,AH100,1,1,1,5030
2024,남,외래,AH111,3,3,3,6660
2024,남,외래,AH112,3,3,3,4050
2024,남,외래,AH114,4,4,4,20800
2024,남,외래,AH115,2,2,2,4800
2024,남,외래,AH200,4946950,30679700,30686371,69654301774
2024,남,외래,AH214,4,4,4,14880
2024,남,외래,AH215,2,2,2,6360
2024,남,외래,AH225,1,1,1,59460
2024,남,외래,AH234,1,1,1,12130
2024,남,외래,AH271,2,3,3,15600
2024,남,외래,AH324,2,2,2,43380
2024,남,외래,AH374,73,94,94,390100
2024,남,외래,AH4B1,3,3,3,40980
2024,남,외래,AH500,706,3788,3801,78611100
2024,남,외래,AH501,4,4,4,82160
2024,남,외래,AH510,140,140,140,467600
2024,남,외래,AH512,106,106,106,1505200
2024,남,외래,AH513,151,154,154,1892660
2024,남,외래,AH514,3,3,3,37770
2024,남,외래,AH522,285,289,289,21807940
2024,남,외래,AH600,971,3909,3945,61308130
2024,남,외래,AH700,584,765,769,11422650
2024,남,외래,AH800,53,56,56,359400
2024,남,외래,AH900,975,1594,1595,10399560
2024,남,외래,AI030,6,6,8,34640
2024,남,외래,AI100,2647,2719,2718,357014102
2024,남,외래,AI101,3943,4101,4101,718290150
2024,남,외래,AI102,4325,4686,4686,1025952840
2024,남,외래,AI103,1342,1406,1406,369335326
2024,남,외래,AI104,435,453,453,138849030
2024,남,외래,AI105,121,133,133,46589900
2024,남,외래,AI106,125,169,169,66601210
2024,남,외래,AI200,19,19,19,2264040
2024,남,외래,AI301,9,9,9,901890
2024,남,외래,AI302,3,3,3,400830
2024,남,외래,AI700,1,1,1,32690
2024,남,외래,AK031,25,25,25,589750
2024,남,외래,AK034,9,9,9,212310
2024,남,외래,AK300,1,1,1,219430
2024,남,외래,AK400,1,1,1,167530
2024,남,외래,AL010,46,47,48,11760
2024,남,외래,AL020,2527693,7163150,7171022,1303533208
2024,남,외래,AL100,1326828,4114740,4126449,165116915
2024,남,외래,AL200,2615717,7723633,7733719,464023042
2024,남,외래,AL300,2889900,7763210,7799564,552440196
2024,남,외래,AL400,13690,25412,25450,5599000
2024,남,외래,AL551,9,10,10,21700
2024,남,외래,AL556,1,1,1,9960
2024,남,외래,AL651,18,18,18,27180
2024,남,외래,AL724,1,1,1,760
2024,남,외래,AL751,4,4,4,3320
2024,남,외래,AL752,1,1,1,1930
2024,남,외래,AL801,14638743,61718882,61807244,13597623197
2024,남,외래,AL802,34355,66787,66792,32071000
2024,남,외래,AL803,132993,260413,260468,166815870
2024,남,외래,AL804,53093,80126,80128,65702590
2024,남,외래,AL805,85438,145719,145766,141407530
2024,남,외래,AL806,29933,43006,43008,48596740
2024,남,외래,AL807,262447,797851,797888,1037223720
2024,남,외래,AL808,37301,51781,51782,71974060
2024,남,외래,AL809,20958,25541,25541,39834540
2024,남,외래,AL810,63477,136184,136193,232877300
2024,남,외래,AL811,17570,21467,21469,40137590
2024,남,외래,AL812,20007,27779,27790,56665000
2024,남,외래,AL813,17809,22599,22600,48118740
2024,남,외래,AL815,1,1,1,
2024,남,외래,AL824,296070,1426012,1426144,3180104010
2024,남,외래,AL825,51466,139993,139995,319165050
2024,남,외래,AL836,424937,2686784,2687149,6717504600
2024,남,외래,AL837,87945,278337,278388,837895780
2024,남,외래,AL851,10,11,11,6820
2024,남,외래,AL900,17342,64227,143035,626493300
2024,남,외래,AM100,53,54,54,1251360
2024,남,외래,AN200,4875,55978,56274,4379226760
2024,남,외래,AN300,4727,51036,51146,3387701240
2024,남,외래,AN400,9955,76210,76338,3665682620
2024,남,외래,AN500,16140,109468,109576,5305816330
2024,남,외래,AP010,1279,10690,10769,95948760
2024,남,외래,AP130,415,2380,2384,72888840
2024,남,외래,AP170,421,3711,3731,339118140
2024,남,외래,AP180,52,52,52,7037490
2024,남,외래,AP181,88,178,178,16878860
2024,남,외래,AP190,166,415,415,22447350
2024,남,외래,AP230,571,3174,3174,99962990
2024,남,외래,AP270,574,4666,4682,426223880
2024,남,외래,AP280,196,198,198,26763990
2024,남,외래,AP281,66,101,101,9597970
2024,남,외래,AP290,347,876,878,47491020
2024,남,외래,AP330,130,622,622,20066220
2024,남,외래,AP370,141,1165,1175,107088960
2024,남,외래,AP380,86,89,89,13227310
2024,남,외래,AP381,14,18,18,1695420
2024,남,외래,AP390,105,252,252,13630680
2024,남,외래,AP430,109,473,473,15416870
2024,남,외래,AP470,149,925,931,86483210
2024,남,외래,AP480,61,66,66,9185300
2024,남,외래,AP481,15,68,69,6628260
2024,남,외래,AP490,51,87,87,4717140
2024,남,외래,AP501,1540,1604,1604,61224680
2024,남,외래,AP502,35972,275945,275977,9656421234
2024,남,외래,AP503,24673,38486,45108,1705533480
2024,남,외래,AP601,509,519,519,18227280
2024,남,외래,AP602,8088,58133,58148,1872365600
2024,남,외래,AP603,2846,3768,5520,187790400
2024,남,외래,AP606,46,47,47,9287200
2024,남,외래,AP701,289,292,292,6957580
2024,남,외래,AP702,8,118,118,2218400
2024,남,외래,AP703,1,1,1,30240
2024,남,외래,AP704,1,1,1,16240
2024,남,외래,AP705,4,4,4,104100
2024,남,외래,AP801,20,21,21,423150
2024,남,외래,AP802,17,73,73,1348310
2024,남,외래,AP803,3,8,8,244080
2024,남,외래,AP900,12846,15531,15534,604272600
2024,남,외래,AP901,1625,2821,2821,33422410
2024,남,외래,AP902,594,766,766,19420880
2024,남,외래,AP911,1419,2511,2512,29988340
2024,남,외래,AP912,546,716,716,18333880
2024,남,외래,AS510,1,1,1,4230
2024,남,외래,AT100,4,4,4,15000
2024,남,외래,AU200,7,8,8,220080
2024,남,외래,AU201,4,5,5,112850
2024,남,외래,AU205,1,1,1,470
2024,남,외래,AU210,1537508,6130808,6152230,51001986700
2024,남,외래,AU211,1425211,6082461,6095116,41934398080
2024,남,외래,AU212,554316,2410714,2417096,15759465920
2024,남,외래,AU213,79514,327241,327448,1483339440
2024,남,외래,AU214,1341591,6503102,6521324,3456301720
2024,남,외래,AU215,1879491,7562691,7580405,1219797550
2024,남,외래,AU231,425225,1848516,1852413,6687210930
2024,남,외래,AU232,1151336,5102817,5110809,17427858690
2024,남,외래,AU233,1297807,5894236,5901041,14044477600
2024,남,외래,AU271,39070,129279,129335,441032350
2024,남,외래,AU272,57166,188452,188665,449022700
2024,남,외래,AU273,82986,281061,281298,188469660
2024,남,외래,AU274,141823,468034,472789,70918350
2024,남,외래,AU301,11,13,13,26260
2024,남,외래,AU311,3104220,13705086,13743621,9208226070
2024,남,외래,AU312,2322861,10963033,10981827,3404366370
2024,남,외래,AU313,1856555,8760592,8781157,614680990
2024,남,외래,AU401,11,13,13,22750
2024,남,외래,AU411,2814227,12151735,12187696,7068863680
2024,남,외래,AU412,2232622,10650087,10668131,3520483230
2024,남,외래,AU413,1918993,8983314,8996960,719756800
2024,남,외래,AU801,2,2,2,3260
2024,남,외래,AU810,327943,911967,934514,420531300
2024,남,외래,AU911,62279,251001,254935,787749150
2024,남,외래,AU912,340133,1040205,1060796,2906581040
2024,남,외래,AU913,145800,422189,439442,1045871960
2024,남,외래,AU931,122146,300047,310906,1252951180
2024,남,외래,AU932,148567,368345,378991,1352997870
2024,남,외래,AU933,33380,100206,100828,312566800
2024,남,외래,AU951,23,31,31,56110
2024,남,외래,AU952,916,1630,1630,2608000
2024,남,외래,AU953,482,647,647,899330
2024,남,외래,AX001,7846,7906,7910,277269600
2024,남,외래,AX002,12286,12355,12358,339845000
2024,남,외래,AX003,22517,24046,24049,661347500
2024,남,외래,AX004,65451,114994,115041,1763578305
2024,남,외래,AX005,2455,3386,3386,46302890
2024,남,외래,AY100,12,12,17,510000
2024,남,외래,AY102,14,14,14,210000
2024,남,외래,AY200,177,182,182,13740000
2024,남,외래,AY201,51,51,2033,2672280
2024,남,외래,AZ100,22219,24879,24889,946225800
2024,남,외래,AZ101,5927,5958,5960,145722000
2024,남,외래,AZ102,1216,1227,1228,30024600
2024,남,외래,AZ110,383,386,386,9442600
2024,남,외래,AZ120,134,134,134,8585740
2024,남,외래,AZ130,1794,1805,1805,44134700
2024,남,외래,AZ131,15,15,15,1423200
2024,남,외래,AZ132,176,178,178,10361380
2024,남,외래,AZ200,3836,4141,4142,164728080
2024,남,외래,AZ201,2448,2463,2464,59022400
2024,남,외래,AZ202,407,411,414,9915300
2024,남,외래,AZ210,114,114,114,2730300
2024,남,외래,AZ220,11,12,13,812130
2024,남,외래,AZ230,684,707,709,16980550
2024,남,외래,AZ231,3,3,3,282900
2024,남,외래,AZ232,224,229,229,13199560
2024,남,외래,AZ300,3,3,3,136950
2024,남,외래,B0001,30,30,31,444230
2024,남,외래,B0010,711,797,803,75390
2024,남,외래,B0020,228,244,266,285977
2024,남,외래,B0030,1414,1747,1759,725713
2024,남,외래,B0041,505,548,548,5490
2024,남,외래,B0042,184,186,186,141360
2024,남,외래,B0044,348,532,585,582901
2024,남,외래,B0050,8,8,9,22682
2024,남,외래,B0090,4,4,4,
2024,남,외래,B0311,138,195,195,146680
2024,남,외래,B0520,5,5,5,12650
2024,남,외래,B0650,3,3,3,3047
2024,남,외래,B0651,1,1,1,4080
2024,남,외래,B0653,3,3,3,
2024,남,외래,B1000,10,10,24,3696
2024,남,외래,B1010,1799,2149,2161,45772
2024,남,외래,B1020,1917,2353,2462,31727
2024,남,외래,B1030,876,1573,1708,247852
2024,남,외래,B1033,22,23,25,18695
2024,남,외래,B1034,6,6,6,1100
2024,남,외래,B1040,1470,1827,2217,24442
2024,남,외래,B1050,2016,2469,2476,29894
2024,남,외래,B1060,2515,3125,3178,824672
2024,남,외래,B1070,136,143,157,139777
2024,남,외래,B1090,46,52,57,501120
2024,남,외래,B1091,1585,1939,5319,138916
2024,남,외래,B1100,77,83,90,331230
2024,남,외래,B1220,437,570,572,
2024,남,외래,B1230,419,551,551,506
2024,남,외래,B1525,1,1,1,
2024,남,외래,B1530,2,2,2,3069
2024,남,외래,B1540,4,4,9,1914
2024,남,외래,B1720,1,1,1,718850
2024,남,외래,B1842,1,1,1,13530
2024,남,외래,B2000,68,68,73,46308
2024,남,외래,B2001,1,1,1,28480
2024,남,외래,B2002,10,14,25,58597
2024,남,외래,B2010,17,17,18,14306
2024,남,외래,B2011,1,1,1,5100
2024,남,외래,B2021,7,7,7,11770
2024,남,외래,B2024,1,1,1,
2024,남,외래,B2062,1,1,1,15300
2024,남,외래,B2070,1,1,1,4540
2024,남,외래,B2500,1,1,1,1562
2024,남,외래,B2510,4,4,4,8257
2024,남,외래,B2521,275,308,332,120946
2024,남,외래,B2522,100,253,254,198276
2024,남,외래,B2550,7,7,8,10934
2024,남,외래,B2561,17,19,21,31904
2024,남,외래,B2570,4376,5580,5581,49634
2024,남,외래,B2580,4439,5648,5656,39052
2024,남,외래,B2590,615,689,689,5302
2024,남,외래,B2602,2035,2507,2508,5379
2024,남,외래,B2610,222,277,304,900569
2024,남,외래,B2611,392,521,521,30294
2024,남,외래,B2612,2,2,2,4631
2024,남,외래,B2621,386,515,515,8778
2024,남,외래,B2630,229,240,249,
2024,남,외래,B2710,3771,4791,4792,23417
2024,남,외래,B2730,23,24,24,44276
2024,남,외래,B2740,12,13,13,19954
2024,남,외래,B2750,3,3,3,9801
2024,남,외래,B2760,3,4,4,8052
2024,남,외래,B2770,26,30,32,42336
2024,남,외래,B2790,2,3,3,4455
2024,남,외래,B2800,6,6,7,8910
2024,남,외래,B2810,1,1,1,1386
2024,남,외래,B2820,1,1,1,1485
2024,남,외래,B2830,1,1,1,
2024,남,외래,B2850,3,3,16,1661
2024,남,외래,B2860,1,1,1,2497
2024,남,외래,B2870,2,2,2,5555
2024,남,외래,B2903,15,16,17,49776
2024,남,외래,B2910,12,14,15,78024
2024,남,외래,B2916,1,1,1,
2024,남,외래,B3001,5,5,5,55500
2024,남,외래,B3020,1,1,1,14234
2024,남,외래,B3040,5,5,6,24013
2024,남,외래,B3050,6,6,7,65435
2024,남,외래,B3060,19,20,21,246566
2024,남,외래,B3110,27,28,28,24667
2024,남,외래,B3120,110,148,136,671798
2024,남,외래,B3342,1,1,1,11715
2024,남,외래,B3380,37,37,40,192528
2024,남,외래,B4030,6,6,6,12520
2024,남,외래,B4051,239,266,280,
2024,남,외래,B4052,98,102,104,1852448
2024,남,외래,B4101,161,176,176,
2024,남,외래,B4102,10,10,10,37760
2024,남,외래,B4103,2,2,2,3060
2024,남,외래,B4107,1,1,1,5860
2024,남,외래,B4111,6,6,7,7385
2024,남,외래,B4117,2,2,3,2880
2024,남,외래,B4120,52,52,113,
2024,남,외래,B4148,1,1,1,25060
2024,남,외래,B4151,6,6,6,37950
2024,남,외래,B4500,1,2,2,
2024,남,외래,B4511,3,3,3,5236
2024,남,외래,B4521,2,2,2,6358
2024,남,외래,B4530,7,8,9,7832
2024,남,외래,B4540,6,7,7,12530
2024,남,외래,B4550,7,7,8,32956
2024,남,외래,B4560,7,7,8,58064
2024,남,외래,B4600,10,11,11,15522
2024,남,외래,B4610,1,1,1,5427
2024,남,외래,B4620,7,8,8,9570
2024,남,외래,B4621,13,14,15,103460
2024,남,외래,B4640,1,1,1,1903
2024,남,외래,B4641,3,3,3,18348
2024,남,외래,B4652,1,1,1,7524
2024,남,외래,B5010,3,3,3,9108
2024,남,외래,B5030,3,3,3,10648
2024,남,외래,B5060,2,2,2,10005
2024,남,외래,B5071,1,1,1,16489
2024,남,외래,B5160,8,12,13,143604
2024,남,외래,B5170,1,1,1,8810
2024,남,외래,B5201,1,1,1,9691
2024,남,외래,B5202,1,1,1,8810
2024,남,외래,B5220,2,2,2,18788
2024,남,외래,B5290,1,1,1,6204
2024,남,외래,B5330,2,2,2,27888
2024,남,외래,B5351,1,1,1,13926
2024,남,외래,B5450,2,2,2,13880
2024,남,외래,B5470,2,2,2,27760
2024,남,외래,B5490,9,9,10,1547067
2024,남,외래,BX001,2,2,2,
2024,남,외래,C1561,641,642,672,3591942
2024,남,외래,C1562,20691,21630,22366,182352346
2024,남,외래,C1563,8246,8500,8705,110476889
2024,남,외래,C1564,789,801,859,13769735
2024,남,외래,C1565,9226,9533,10045,277686401
2024,남,외래,C1566,262,264,267,9196913
2024,남,외래,C1567,174,175,176,6925285
2024,남,외래,C1581,244,244,247,28957144
2024,남,외래,C2200,1841,2352,2352,4160
2024,남,외래,C2210,2403,2961,2961,6834
2024,남,외래,C2241,6,6,7,5082
2024,남,외래,C2243,6,6,6,22935
2024,남,외래,C2301,1,2,2,355300
2024,남,외래,C2310,1,1,1,16990
2024,남,외래,C2320,23,23,24,2439638
2024,남,외래,C2411,4051,5020,5022,44498
2024,남,외래,C2420,4363,5391,5397,384473
2024,남,외래,C2430,5027,6612,6722,1284406
2024,남,외래,C2443,4230,5241,5243,63825
2024,남,외래,C2490,1,2,2,
2024,남,외래,C2500,7,8,8,19661
2024,남,외래,C2520,12,13,14,129650
2024,남,외래,C2532,6,7,8,76681
2024,남,외래,C2540,6,7,8,73370
2024,남,외래,C2561,45,47,65,158015
2024,남,외래,C2562,63,64,66,194016
2024,남,외래,C2563,2374,2499,2863,12629308
2024,남,외래,C2565,170,176,207,1939436
2024,남,외래,C2566,3249,3477,4148,35692456
2024,남,외래,C3260,2,3,3,53365
2024,남,외래,C3290,26,32,33,76714
2024,남,외래,C3300,1,1,1,11726
2024,남,외래,C3330,1,1,1,
2024,남,외래,C3340,33,43,44,200359
2024,남,외래,C3350,6,6,7,80663
2024,남,외래,C3360,33,42,43,206870
2024,남,외래,C3390,2,2,2,21285
2024,남,외래,C3410,10,10,10,133120
2024,남,외래,C3430,3,3,3,35222
2024,남,외래,C3480,3,4,4,52580
2024,남,외래,C3500,2,3,3,43120
2024,남,외래,C3530,8,8,9,63371
2024,남,외래,C3590,2,2,2,14370
2024,남,외래,C3650,1,1,1,
2024,남,외래,C3710,5129,12277,12319,3193122
2024,남,외래,C3711,4736,7429,7549,104879
2024,남,외래,C3720,2745,3418,3419,7329
2024,남,외래,C3721,1484,1878,1878,5220
2024,남,외래,C3730,4806,6159,6160,14214
2024,남,외래,C3750,4275,5453,5460,25762
2024,남,외래,C3770,1,1,1,1370
2024,남,외래,C3780,3829,4854,4860,97335
2024,남,외래,C3791,408,537,537,1353
