진료년도,성별,입원외래구분,행위코드,환자수,명세서청구건수,의료행위총사용량,의료행위청구금액
2024,여,외래,HI503,12,12,12,3671640
2024,여,외래,HI505,5,5,5,1525725
2024,여,외래,HI506,31,31,31,9570380
2024,여,외래,HI509,85,85,85,24622430
2024,여,외래,HI510,20,23,23,6665630
2024,여,외래,HI511,183,196,196,56819180
2024,여,외래,HI512,110,110,110,31879100
2024,여,외래,HI513,1,5,5,2608300
2024,여,외래,HI525,1,1,1,352750
2024,여,외래,HI526,9127,10128,10127,3099111270
2024,여,외래,HI527,4,4,3,985880
2024,여,외래,HI528,15,15,13,4192480
2024,여,외래,HI529,56,57,51,17110550
2024,여,외래,HI530,9,9,9,2676180
2024,여,외래,HI532,257,260,255,89114480
2024,여,외래,HI533,1989,2053,2051,626224600
2024,여,외래,HI535,6125,6157,6100,1872175586
2024,여,외래,HI536,360,361,343,104913020
2024,여,외래,HI541,2,2,2,1143090
2024,여,외래,HJ101,216968,219867,129963,12442284878
2024,여,외래,HJ103,205,211,170,17802790
2024,여,외래,HJ104,66,73,73,7637080
2024,여,외래,HJ105,448,456,386,40972245
2024,여,외래,HJ106,955,957,891,95546890
2024,여,외래,HJ107,38,38,38,4410850
2024,여,외래,HJ108,559,587,509,52431650
2024,여,외래,HJ109,9307,9365,9274,942568525
2024,여,외래,HJ110,11615,11788,10744,1063936640
2024,여,외래,HJ111,71547,72968,70724,7111268625
2024,여,외래,HJ112,1447,1454,751,75095814
2024,여,외래,HJ113,1028,1049,1048,183353040
2024,여,외래,HJ124,107,107,107,16604260
2024,여,외래,HJ125,43,50,50,5240740
2024,여,외래,HJ126,1240,1479,1481,117548715
2024,여,외래,HJ127,4928,6474,3594,372720460
2024,여,외래,HJ128,3822,4854,4191,424783959
2024,여,외래,HJ129,3809,3909,2629,273856565
2024,여,외래,HJ130,505,609,589,59020480
2024,여,외래,HJ131,3,3,3,310650
2024,여,외래,HJ132,629,713,547,57182215
2024,여,외래,HJ133,22101,23120,17353,1760575055
2024,여,외래,HJ135,219168,222512,194425,20160283552
2024,여,외래,HJ136,90100,90888,49555,5082029886
2024,여,외래,HJ137,2,2,2,207660
2024,여,외래,HJ138,7,7,5,535010
2024,여,외래,HJ140,62,63,32,3270645
2024,여,외래,HJ141,179,198,198,35418860
2024,여,외래,HJ201,100814,119236,118395,14759026195
2024,여,외래,HJ203,866,990,990,133416710
2024,여,외래,HJ204,1860,2398,2398,320960510
2024,여,외래,HJ205,3692,4102,4085,547891395
2024,여,외래,HJ206,5709,5777,5773,766611795
2024,여,외래,HJ207,15,15,15,2029600
2024,여,외래,HJ208,5615,7366,7367,994438410
2024,여,외래,HJ209,1596,1710,1709,218763590
2024,여,외래,HJ210,2140,2506,2502,320941945
2024,여,외래,HJ211,3541,3783,3761,485821370
2024,여,외래,HJ213,3623,4734,4734,1097839840
2024,여,외래,HJ224,1572,1586,1586,312762560
2024,여,외래,HJ225,1353,1520,1520,207349370
2024,여,외래,HJ226,106627,125957,124281,16569160652
2024,여,외래,HJ227,7003,8267,8258,1138236105
2024,여,외래,HJ228,52728,59701,59703,8013121760
2024,여,외래,HJ229,17869,18635,18469,2477688190
2024,여,외래,HJ230,3357,3638,3638,495262240
2024,여,외래,HJ231,11,11,11,1479090
2024,여,외래,HJ232,20661,26397,26340,3567786310
2024,여,외래,HJ233,6895,7171,7167,972327295
2024,여,외래,HJ234,2,2,2,275180
2024,여,외래,HJ235,36816,37278,37268,5015634915
2024,여,외래,HJ236,27001,27239,26329,3492632637
2024,여,외래,HJ237,8,8,8,1104080
2024,여,외래,HJ238,457,474,474,65196310
2024,여,외래,HJ240,21,21,21,2794710
2024,여,외래,HJ241,1170,1274,1274,305886280
2024,여,외래,HJ401,1386,1475,1424,71670595
2024,여,외래,HJ405,4,4,4,220760
2024,여,외래,HJ406,1,1,1,55190
2024,여,외래,HJ407,20,20,20,1112080
2024,여,외래,HJ408,60,61,61,3366590
2024,여,외래,HJ409,25,25,25,1282820
2024,여,외래,HJ410,51,56,55,2853620
2024,여,외래,HJ411,88,89,88,4509870
2024,여,외래,HJ412,2,2,2,78540
2024,여,외래,HJ413,23,23,23,2120625
2024,여,외래,HJ425,2,2,2,110400
2024,여,외래,HJ426,181,181,181,9991200
2024,여,외래,HJ427,87,89,89,4911020
2024,여,외래,HJ428,237,284,284,15216050
2024,여,외래,HJ430,33,33,33,1815430
2024,여,외래,HJ432,126,132,132,7283760
2024,여,외래,HJ433,108,109,109,6014620
2024,여,외래,HJ501,4125,4148,3931,525668570
2024,여,외래,HJ503,12,12,12,1748400
2024,여,외래,HJ505,5,5,5,733525
2024,여,외래,HJ506,31,31,31,4547030
2024,여,외래,HJ509,84,84,84,10384500
2024,여,외래,HJ510,20,23,23,2760000
2024,여,외래,HJ511,183,196,196,24274580
2024,여,외래,HJ512,110,110,110,15180000
2024,여,외래,HJ513,1,5,5,1242050
2024,여,외래,HJ525,1,1,1,167970
2024,여,외래,HJ526,9127,10128,10127,1449061930
2024,여,외래,HJ527,4,4,3,481600
2024,여,외래,HJ528,15,15,13,2010375
2024,여,외래,HJ529,56,57,51,8147725
2024,여,외래,HJ530,9,9,9,1316325
2024,여,외래,HJ532,257,260,255,42434830
2024,여,외래,HJ533,1989,2053,2051,299758480
2024,여,외래,HJ535,5985,6015,5968,882034850
2024,여,외래,HJ536,360,361,343,49873580
2024,여,외래,HJ541,2,2,2,540150
2024,여,외래,HJ601,7263,7485,7507,996288020
2024,여,외래,HJ603,10,10,10,1369260
2024,여,외래,HJ604,63,65,65,9309550
2024,여,외래,HJ605,47,48,48,6341280
2024,여,외래,HJ606,24,24,24,3170640
2024,여,외래,HJ607,15,15,15,2294690
2024,여,외래,HJ608,360,373,373,49277030
2024,여,외래,HJ609,616,621,623,83171840
2024,여,외래,HJ610,221,223,221,29190765
2024,여,외래,HJ611,3146,3192,3195,424276435
2024,여,외래,HJ612,55,55,56,7398160
2024,여,외래,HJ613,250,253,253,33464170
2024,여,외래,HJ624,14,14,14,1849540
2024,여,외래,HJ625,464,475,475,62752250
2024,여,외래,HJ626,1974,2130,2137,283246890
2024,여,외래,HJ627,3283,3500,3504,463014290
2024,여,외래,HJ628,2518,2668,2671,353309550
2024,여,외래,HJ629,323,329,336,44570490
2024,여,외래,HJ630,122,125,125,17300380
2024,여,외래,HJ631,68,68,69,9115590
2024,여,외래,HJ632,440,461,461,60922880
2024,여,외래,HJ633,162,164,164,21666040
2024,여,외래,HJ635,5101,5232,5242,693125720
2024,여,외래,HJ636,14,14,14,1849540
2024,여,외래,HJ638,21,21,21,2774310
2024,여,외래,HJ640,10,10,10,1321100
2024,여,외래,HJ641,6,6,6,792660
2024,여,외래,HJ701,8262,8400,8386,989285036
2024,여,외래,HJ703,1,1,1,103870
2024,여,외래,HJ707,1,1,1,103870
2024,여,외래,HJ709,800,811,810,96410340
2024,여,외래,HJ710,145,149,149,17760470
2024,여,외래,HJ711,3162,3224,3220,381141231
2024,여,외래,HJ712,7,7,7,778245
2024,여,외래,HJ713,27,27,27,3141125
2024,여,외래,HJ727,1,1,1,103870
2024,여,외래,HJ728,1,1,1,119730
2024,여,외래,HJ732,1,1,1,103870
2024,여,외래,HJ735,1517,1524,1506,176840040
2024,여,외래,HJ736,88,88,86,10009201
2024,여,외래,HJ741,260,265,267,31967910
2024,여,외래,HK010,53762,66921,66987,29012676328
2024,여,외래,HK020,16,18,18,6218870
2024,여,외래,HK030,9458,9593,9597,3414047680
2024,여,외래,HK040,2873,3372,3375,1775171750
2024,여,외래,HK050,309,310,310,87120900
2024,여,외래,HK060,530,573,576,106127170
2024,여,외래,HX301,5,5,5,631940
2024,여,외래,HX305,441,443,444,53082900
2024,여,외래,HX306,71,72,72,8638390
2024,여,외래,HX307,34,34,34,3275220
2024,여,외래,HX308,28,28,28,4585000
2024,여,외래,HX309,11,11,11,1855590
2024,여,외래,HX311,13,13,13,2185040
2024,여,외래,HX401,641,731,744,87616725
2024,여,외래,HY302,27,28,28,2769760
2024,여,외래,HY303,1803,1843,1845,232586550
2024,여,외래,HY312,1182,1197,1197,181620820
2024,여,외래,HY313,16,16,16,2708800
2024,여,외래,HY314,415,427,428,72060480
2024,여,외래,HY404,791,1939,2292,51512020
2024,여,외래,HY405,129,497,507,23161932
2024,여,외래,HZ161,1,15,15,
2024,여,외래,HZ201,1,1,1,40190
2024,여,외래,IA001,8484,24148,24155,3581308275
2024,여,외래,IA002,1677,2674,2674,297202500
2024,여,외래,IA033,15681,16573,16577,337133430
2024,여,외래,IA034,3784,9598,9599,142808260
2024,여,외래,IA041,129,134,134,4744940
2024,여,외래,IA042,29,30,30,825000
2024,여,외래,IA052,4,4,4,139180
2024,여,외래,IA061,3,3,3,159360
2024,여,외래,IA062,269,657,657,9605340
2024,여,외래,IA063,15,22,22,323870
2024,여,외래,IA064,67,87,87,2238510
2024,여,외래,IA065,1,1,1,25730
2024,여,외래,IA066,272,453,453,16688520
2024,여,외래,IA067,4,4,4,145500
2024,여,외래,IA100,23198,23910,23926,74445135
2024,여,외래,IA101,69657,72820,72986,802073720
2024,여,외래,IA102,12409,12857,12883,138180940
2024,여,외래,IA103,44549,45916,45963,493161530
2024,여,외래,IA104,23,24,24,265440
2024,여,외래,IA105,2,2,2,22120
2024,여,외래,IA110,19297,19846,19869,87156620
2024,여,외래,IA120,16476,17016,17026,146226160
2024,여,외래,IA231,14073,14241,14241,606524190
2024,여,외래,IA232,2353,3063,3063,112932810
2024,여,외래,IA510,166,167,167,28269760
2024,여,외래,IA511,127,133,133,22514240
2024,여,외래,IA520,198,881,881,26405840
2024,여,외래,IA530,58,106,106,15746300
2024,여,외래,IA531,175,1623,1656,145088020
2024,여,외래,IA532,93,1098,1099,81293030
2024,여,외래,IA541,215,1079,1079,35358830
2024,여,외래,IA542,163,555,555,35359050
2024,여,외래,IA601,625,629,629,39595550
2024,여,외래,IA602,329,330,330,16259100
2024,여,외래,IA612,49,49,49,3067030
2024,여,외래,IA620,1,1,1,31480
2024,여,외래,IA621,45,45,45,4249350
2024,여,외래,IA641,1,2,2,22860
2024,여,외래,IA661,575,1932,1932,20228040
2024,여,외래,IA662,1,1,1,10470
2024,여,외래,IA671,106,220,220,32425520
2024,여,외래,IA672,23,32,32,4238880
2024,여,외래,IA673,593,2761,2762,514643820
2024,여,외래,IA674,11,17,17,3200230
2024,여,외래,IA675,181,342,342,44104320
2024,여,외래,IA676,17,18,18,1614960
2024,여,외래,IA681,627,2679,2679,213810990
2024,여,외래,IA682,24,292,292,23274920
2024,여,외래,IA830,84,85,85,6351200
2024,여,외래,IA840,76,76,76,3616080
2024,여,외래,IA845,5,5,5,332750
2024,여,외래,IA850,5191,5264,5266,546768780
2024,여,외래,IA871,141,143,143,7125690
2024,여,외래,IA872,382,6015,6016,1103671630
2024,여,외래,IA873,79,84,84,12957000
2024,여,외래,IA874,108,953,953,105800620
2024,여,외래,IA875,123,123,123,3905250
2024,여,외래,IA932,1,1,1,65540
2024,여,외래,IA933,2,2,2,131080
2024,여,외래,IA981,1,2,2,19700
2024,여,외래,IB011,40518,40606,40649,1425048560
2024,여,외래,IB012,68115,68201,68213,1875773460
2024,여,외래,IB013,74401,102526,102532,2819494920
2024,여,외래,IB021,1,1,1,30920
2024,여,외래,IB023,23379,99822,99836,1105135390
2024,여,외래,IB024,70204,353567,353723,4124208210
2024,여,외래,IB025,5292,23505,23516,301475120
2024,여,외래,IB031,8,8,8,304800
2024,여,외래,IB041,135638,549674,549825,8450238460
2024,여,외래,IB042,6464,16829,16836,230148120
2024,여,외래,IB110,154,197,197,8268090
2024,여,외래,IB120,562,840,840,22209600
2024,여,외래,IB130,1786,9119,9121,258671560
2024,여,외래,IB182,1,4,4,43000
2024,여,외래,IB183,63,188,188,2628240
2024,여,외래,IB201,1,1,1,54855
2024,여,외래,IB260,163,177,177,35610
2024,여,외래,IB270,7,41,41,5111470
2024,여,외래,IB283,84,389,490,35716100
2024,여,외래,IB290,955,8070,8074,62331280
2024,여,외래,IB300,689,1707,1709,27788340
2024,여,외래,IB314,1,2,2,87340
2024,여,외래,IB334,1,1,1,24750
2024,여,외래,IB410,42,83,83,3483510
2024,여,외래,IB420,9,14,17,449480
2024,여,외래,IB430,123,610,610,17299600
2024,여,외래,IB450,35,35,35,1468950
2024,여,외래,IB451,7,7,7,293790
2024,여,외래,IB460,85,91,91,2406040
2024,여,외래,IB461,7,10,12,317280
2024,여,외래,IB470,414,549,553,15683080
2024,여,외래,IB471,60,70,70,1985200
2024,여,외래,IB510,376,702,702,29462940
2024,여,외래,IB511,223,264,264,11080080
2024,여,외래,IB520,961,2848,2849,75327560
2024,여,외래,IB530,1436,11191,11191,317376760
2024,여,외래,IB550,18,35,35,1468950
2024,여,외래,IB560,25,41,41,1084040
2024,여,외래,IB570,10,23,23,652280
2024,여,외래,IB610,1708,4493,4493,188571210
2024,여,외래,IB611,198,427,427,17921190
2024,여,외래,IB620,1196,2324,2926,77363440
2024,여,외래,IB621,137,229,315,8328600
2024,여,외래,IB630,1299,6282,6283,178185880
2024,여,외래,IB641,589,646,646,31828420
2024,여,외래,IB642,816,822,822,40499940
2024,여,외래,IB643,51,54,54,3458700
2024,여,외래,IB651,6,6,6,165000
2024,여,외래,IB652,16,17,17,467500
2024,여,외래,IB661,79,128,128,1340160
2024,여,외래,IB671,478,630,630,9683100
2024,여,외래,IB672,470,724,724,11127880
2024,여,외래,IB681,26,35,35,4513600
2024,여,외래,IB682,6,6,6,538320
2024,여,외래,IB701,225,232,232,7899600
2024,여,외래,IB702,24,25,25,851250
2024,여,외래,IB703,17,17,17,578850
2024,여,외래,IB704,124,124,124,4220160
2024,여,외래,IB711,195,217,217,20346080
2024,여,외래,IB712,23,23,23,2191670
2024,여,외래,IB713,17,23,23,2191670
2024,여,외래,IB714,112,128,128,12851080
2024,여,외래,IB716,272,297,297,34964900
2024,여,외래,IB721,43,49,49,2464700
2024,여,외래,IB722,3,3,3,155220
2024,여,외래,IB724,18,22,22,1131180
2024,여,외래,IB751,420,420,420,2402400
2024,여,외래,IB761,318,318,318,9085260
2024,여,외래,IB762,109,109,109,2754430
2024,여,외래,IB763,2738,2947,2947,134766310
2024,여,외래,IB764,572,587,587,24906410
2024,여,외래,IB765,3,3,3,137190
2024,여,외래,IB766,70,70,70,3201100
2024,여,외래,IB767,1,1,1,42430
2024,여,외래,IB901,379,568,568,79535607
2024,여,외래,IB902,178,287,287,45684264
2024,여,외래,IB910,581,831,831,95353456
2024,여,외래,IB921,230,332,333,24902048
2024,여,외래,IB922,291,454,454,42641898
2024,여,외래,IB931,3,3,3,240570
2024,여,외래,IB932,22,22,22,1736460
2024,여,외래,IB933,15,16,16,1542080
2024,여,외래,IB934,28,28,28,2656360
2024,여,외래,IB936,1,1,1,55250
2024,여,외래,IB938,9,9,9,597690
2024,여,외래,IB940,1,1,2,7560
2024,여,외래,IB950,370,5718,15370,123306256
2024,여,외래,IB960,112,3014,19435,378284316
2024,여,외래,IB961,1768,59580,311705,7855181268
2024,여,외래,IB970,6,6,6,171232
2024,여,외래,IC001,531341,971904,972118,3662188187
2024,여,외래,IC002,90067,116515,116524,440382640
2024,여,외래,IC003,12883,14684,14684,55495020
2024,여,외래,IC004,39659,45569,45573,172176420
2024,여,외래,IC011,140,158,158,495590
2024,여,외래,IC012,7,7,7,22260
2024,여,외래,IC014,7,7,7,22260
2024,여,외래,ID011,607,1411,1411,19302480
2024,여,외래,ID012,186,195,195,1027650
2024,여,외래,ID021,52,54,56,868560
2024,여,외래,ID022,6,7,7,107800
2024,여,외래,ID110,512,1074,1074,45075780
2024,여,외래,ID120,808,1618,1618,42779920
2024,여,외래,ID130,617,1970,1970,55869200
2024,여,외래,ID210,191,251,252,10576440
2024,여,외래,ID220,598,1282,1282,33896080
2024,여,외래,ID230,475,1293,1294,36697840
2024,여,외래,ID300,378,459,459,23064750
2024,여,외래,ID310,3129,3915,3915,197120150
2024,여,외래,ID500,625,724,725,45612000
2024,여,외래,ID501,7431,9177,9178,486434000
2024,여,외래,ID502,117,133,133,7714000
2024,여,외래,ID503,2364,3162,3162,151776000
2024,여,외래,IE001,7,7,8,200000
2024,여,외래,IE003,6,6,6,940680
2024,여,외래,IE004,1,1,1,25000
2024,여,외래,IE005,1,1,1,25000
2024,여,외래,IE006,220155,241519,245514,4638691680
2024,여,외래,IE007,20544,22786,22799,683970000
2024,여,외래,IE012,52707,55360,55361,3978952160
2024,여,외래,IE016,47044,52635,52890,793350000
2024,여,외래,IE017,44450,54329,54346,1630380000
2024,여,외래,IE021,1,1,1,92020
2024,여,외래,IE022,287183,307691,307708,25195371600
2024,여,외래,IE100,1173621,1287234,1290460,3871356600
2024,여,외래,IE121,68,68,68,5758160
2024,여,외래,IE131,119705,129133,129136,8198927480
2024,여,외래,IE132,4238,4302,4302,236653870
2024,여,외래,IE200,6398,7306,9087,377473980
2024,여,외래,IE201,3148,3216,3540,220577400
2024,여,외래,IE202,3802,3935,4522,262999520
2024,여,외래,IE203,744,773,797,30070810
2024,여,외래,IE204,10690,11323,12657,716386200
2024,여,외래,IE205,1180,1191,1259,66500380
2024,여,외래,IE206,603,635,680,28247200
2024,여,외래,IE207,5939,6921,7064,440157840
2024,여,외래,IE208,193,196,199,11573840
2024,여,외래,IE209,41,41,59,2450860
2024,여,외래,IE300,2526,2804,3604,74834310
2024,여,외래,IE301,1480,1499,1657,51632120
2024,여,외래,IE302,1395,1435,1676,48738080
2024,여,외래,IE303,217,219,226,4264620
2024,여,외래,IE304,3726,3899,4221,119454300
2024,여,외래,IE305,197,197,209,5519690
2024,여,외래,IE306,248,258,276,5732520
2024,여,외래,IE307,2588,2829,2876,89616160
2024,여,외래,IE308,28,28,28,814240
2024,여,외래,IE309,9,9,11,228470
2024,여,외래,IE310,2194,2426,3133,130144820
2024,여,외래,IE311,1384,1402,1554,96829740
2024,여,외래,IE312,1211,1247,1452,84448320
2024,여,외래,IE316,228,236,251,10426540
2024,여,외래,IE317,2263,2471,2511,156460410
2024,여,외래,IE318,23,23,23,1337680
2024,여,외래,IE319,8,8,9,373860
2024,여,외래,IEC80,504,1253,1281,58627360
2024,여,외래,IEE72,47,48,48,702720
2024,여,외래,IEKK0,11,11,11,258170
2024,여,외래,IEL12,1,1,1,185270
2024,여,외래,IEL13,1,1,1,4360
2024,여,외래,IEM05,33,73,73,6458980
2024,여,외래,IEM08,19,20,20,937600
2024,여,외래,IEM15,1042,1044,1046,182531750
2024,여,외래,IEM58,1589,1601,2762,190249730
2024,여,외래,IEM59,3867,4123,4146,58189015
2024,여,외래,IEM65,18,19,23,15998090
2024,여,외래,IEM66,47,49,67,41126295
2024,여,외래,IEM67,49,54,75,34644370
2024,여,외래,IEMY7,1,1,2,886250
2024,여,외래,IEN09,1,1,1,151370
2024,여,외래,IEO09,31,31,40,1004190
2024,여,외래,IEO13,2,2,2,454520
2024,여,외래,IEO15,33,33,41,11971180
2024,여,외래,IEO16,20,20,20,1547600
2024,여,외래,IEO20,6,6,6,248920
2024,여,외래,IEQ26,4,4,5,3443090
2024,여,외래,IEQ76,12,14,15,1970810
2024,여,외래,IEQ77,84,96,129,84341200
2024,여,외래,IER33,27,27,40,15180050
2024,여,외래,IER43,9,9,11,198880
2024,여,외래,IER45,2,2,3,106530
2024,여,외래,IES46,1,1,2,405390
2024,여,외래,IES50,13,14,17,2856130
2024,여,외래,IES51,11,12,24,1429440
2024,여,외래,IF101,1885,1907,1909,28635000
2024,여,외래,IF102,706,717,717,3585000
2024,여,외래,IF103,320,325,325,4875000
2024,여,외래,IF112,1768,1774,1774,44350000
2024,여,외래,IF121,1,1,1,36000
2024,여,외래,IF122,4135,4161,4162,116536000
2024,여,외래,IF132,23,23,23,1127000
2024,여,외래,IF142,464,472,472,26432000
2024,여,외래,IF200,981,1051,1348,55995920
2024,여,외래,IF201,82,83,95,5919450
2024,여,외래,IF202,305,308,370,21519200
2024,여,외래,IF204,454,462,550,31130000
2024,여,외래,IF205,1,1,1,52820
2024,여,외래,IF206,92,93,99,4112460
2024,여,외래,IF207,1348,1431,1451,90411810
2024,여,외래,IF209,1,1,1,41540
2024,여,외래,IFM65,3,3,3,1683540
2024,여,외래,IFM66,3,3,3,1768893
2024,여,외래,IFN01,5,5,5,1346100
2024,여,외래,IFO09,3,3,3,60200
2024,여,외래,IFQ76,1,1,1,111330
2024,여,외래,IFQ77,6,6,8,2947005
2024,여,외래,IFR33,1,1,1,216860
2024,여,외래,IFR43,1,1,1,18080
2024,여,외래,IFS50,1,1,1,136170
2024,여,외래,IFS51,2,2,3,178680
2024,여,외래,IN006,1115,28884,68973,2592481707
2024,여,외래,IN008,22,423,702,11961167
2024,여,외래,IN009,322,5984,12444,393265370
2024,여,외래,IN011,1,1,1,3780
2024,여,외래,IN042,1,1,1,2350
2024,여,외래,IN047,2,56,112,2348472
2024,여,외래,IN048,42,456,911,33438321
2024,여,외래,IN085,1,1,1,3780
2024,여,외래,IN105,1136,31668,80691,1869335815
2024,여,외래,IN111,5,20,40,209160
2024,여,외래,IN112,299,6122,11720,119143803
2024,여,외래,IN113,1280,38868,108587,1786081342
2024,여,외래,IN114,188,4582,6479,96427818
2024,여,외래,IN122,288,5759,14382,530731596
2024,여,외래,IN141,285,4745,9607,176914249
2024,여,외래,IN151,218,4361,8191,144483187
2024,여,외래,IN290,1,19,38,988380
2024,여,외래,IN301,549,9102,20398,371668819
2024,여,외래,IN302,110,1480,3123,55535512
2024,여,외래,IN440,1,20,40,2387280
2024,여,외래,IN460,1,1,2,80180
2024,여,외래,J0041,45312,352887,522559,3480072102
2024,여,외래,J0042,34,2987,3004,25211280
2024,여,외래,J0043,2765,18419,19139,67737744
2024,여,외래,J1010,76,129,129,37368
2024,여,외래,J1020,34,34,34,11721
2024,여,외래,J1030,350,583,583,244231
2024,여,외래,J1040,57,74,74,33870
2024,여,외래,J1050,595,929,929,470855
2024,여,외래,J1060,32,67,68,41131
2024,여,외래,J1070,1597,9311,9311,5825779
2024,여,외래,J1080,65,111,111,78729
2024,여,외래,J1090,22,34,34,26239
2024,여,외래,J1100,280,477,478,394697
2024,여,외래,J1110,24,30,37,32840
2024,여,외래,J1116,104,145,145,188903
2024,여,외래,J1120,24,50,52,47491
2024,여,외래,J1121,408,798,798,1205625
2024,여,외래,J1126,1051,5715,5715,9546876
2024,여,외래,J1130,12,17,17,17192
2024,여,외래,J1131,89,164,164,332127
2024,여,외래,J1140,800,2806,2806,2956945
2024,여,외래,J1141,18,23,23,53773
2024,여,외래,J1150,194,482,482,529285
2024,여,외래,J1151,83,250,251,674280
2024,여,외래,J1160,144,162,92,921500
2024,여,외래,J1161,2,6,6,18564
2024,여,외래,J1171,1,1,1,3439
2024,여,외래,J1180,6,8,2,24200
2024,여,외래,J1181,46,143,143,519540
2024,여,외래,J1190,56,71,21,205000
2024,여,외래,J1191,2,2,2,8427
2024,여,외래,J1500,1302,2532,2532,598843
2024,여,외래,J1600,679,1964,1965,282119
2024,여,외래,J1700,5,5,13,3862
2024,여,외래,J2000,189,209,218,432337
2024,여,외래,J3500,1,1,36,91440
2024,여,외래,J5010,365030,428108,428732,286622383
2024,여,외래,J5011,430,498,502,340378
2024,여,외래,J5020,170180,183805,183880,147447183
2024,여,외래,J5030,334552,377604,377775,359895395
2024,여,외래,J5040,19076,24072,24083,26372990
2024,여,외래,J5050,86702,116530,116599,142474616
2024,여,외래,J5060,5805,7204,7208,9810771
2024,여,외래,J5070,101022,225501,225721,333649575
2024,여,외래,J5080,7376,9460,9469,15486624
2024,여,외래,J5090,4526,5388,5388,9490120
2024,여,외래,J5100,18947,29811,29819,56672544
2024,여,외래,J5110,3539,4170,4171,8486945
2024,여,외래,J5116,17854,31066,31084,94288120
2024,여,외래,J5120,5808,7263,7266,15851950
2024,여,외래,J5121,51210,132935,133021,450926260
2024,여,외래,J5126,152557,761333,763992,2879592161
2024,여,외래,J5130,2828,3151,3154,7284155
2024,여,외래,J5131,37648,95180,95304,440801114
2024,여,외래,J5140,89998,315296,315801,768127298
2024,여,외래,J5141,25839,58543,58652,316805124
2024,여,외래,J5150,16806,34846,34910,90465129
2024,여,외래,J5151,62279,177063,177652,1080128469
2024,여,외래,J5161,22806,51481,51582,362798373
2024,여,외래,J5171,5867,7972,7987,62657686
2024,여,외래,J5181,58497,155512,155792,1339098043
2024,여,외래,J5191,30570,71833,71906,727950227
2024,여,외래,J5500,124191,185684,193699,129720654
2024,여,외래,J5600,79964,120000,121332,40381607
2024,여,외래,J5700,42432,170626,170736,116481498
2024,여,외래,JA100,1,1,1,550000
2024,여,외래,JA101,9,9,9,4950000
2024,여,외래,JA102,1,1,1,550000
2024,여,외래,JA103,4,4,4,440000
2024,여,외래,JA200,178316,567325,567979,3975818000
2024,여,외래,JA201,699788,2969098,2969849,10394469750
2024,여,외래,KK010,12875022,48865841,48964863,81658104054
2024,여,외래,KK020,1669222,2936181,2939210,6950021220
2024,여,외래,KK031,31,34,40,1113097
2024,여,외래,KK032,5,5,5,133639
2024,여,외래,KK033,73,97,120,1955700
2024,여,외래,KK041,204,254,254,1289925
2024,여,외래,KK042,247,252,254,1612269
2024,여,외래,KK043,222,261,261,1356019
2024,여,외래,KK044,117,300,314,1537885
2024,여,외래,KK045,149035,151107,151365,677552586
2024,여,외래,KK047,16,21,21,114687
2024,여,외래,KK051,327809,712288,1048984,2217480441
2024,여,외래,KK052,4104558,7637488,9178393,32895138449
2024,여,외래,KK053,330688,523059,563487,2445591728
2024,여,외래,KK054,2683499,6030877,6047748,9600508982
2024,여,외래,KK056,234120,274355,331931,362813048
2024,여,외래,KK057,7,7,7,16060
2024,여,외래,KK058,25514,72466,75274,166335550
2024,여,외래,KK059,3944274,7034704,7346854,3439728615
2024,여,외래,KK061,587223,1739467,2553361,33410424140
2024,여,외래,KK062,487973,999499,1198029,13616905320
2024,여,외래,KK070,28,36,38,1237874
2024,여,외래,KK081,179,425,453,20311224
2024,여,외래,KK082,13,15,17,653220
2024,여,외래,KK083,1,1,1,160650
2024,여,외래,KK090,2122869,7356847,11606014,205982000000
2024,여,외래,KK100,124,146,188,4939380
2024,여,외래,KK110,20675,26822,27406,151532704
2024,여,외래,KK120,179,262,283,4757951
2024,여,외래,KK130,3996,5408,5595,63196906
2024,여,외래,KK135,9413,19093,20966,175084158
2024,여,외래,KK140,159831,248764,245885,3214263267
2024,여,외래,KK151,4273,23865,23865,148056345
2024,여,외래,KK152,12425,87212,103470,542303424
2024,여,외래,KK153,35736,249897,349490,2353830784
2024,여,외래,KK154,343,1094,1157,9588053
2024,여,외래,KK155,1,1,1,18425
2024,여,외래,KK156,27129,163176,165338,468516700
2024,여,외래,KK157,3077,17201,19327,54942907
2024,여,외래,KK158,13629,102217,103033,226672600
2024,여,외래,KK159,213,1603,1613,1758170
2024,여,외래,KK160,15,24,30,761764
2024,여,외래,KK161,1,1,1,2030
2024,여,외래,KK162,4,9,13,45475
2024,여,외래,KK163,1,1,1,4070
2024,여,외래,KK165,1,2,3,5280
2024,여,외래,KX001,1,1,1,50770
2024,여,외래,KZ001,1,1,1,17199
2024,여,외래,L0101,101876,127902,127945,12564007617
2024,여,외래,L0102,7475,9126,9365,787083767
2024,여,외래,L0103,42364,68928,68946,8536207009
2024,여,외래,L0104,2204,2395,3632,107181204
2024,여,외래,L0800,2036450,3286791,3983454,7666141472
2024,여,외래,L0901,10120,11769,11890,59737877
2024,여,외래,L0902,3849,4567,4705,23936628
2024,여,외래,L0903,2475759,4273646,4426181,21577154461
2024,여,외래,L0904,606,797,824,5232001
2024,여,외래,L0905,2572786,4314984,4468422,27850835573
2024,여,외래,L1211,2939,3155,3155,513007238
2024,여,외래,L1212,36952,66674,66684,9413945595
